,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
441,The Vuze - 2 Bedroom Apartment for Rent,26000.0,2024-03-08 18:18:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-2-bedroom-apartment-for-rent/1687648293,Professional,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,840.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
442,The Vuze - Penthouse  1 Bedroom  Apartment for Rent,24500.0,2024-03-08 18:18:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-penthouse-1-bedroom-apartment-for-rent/1687648289,Professional,0.0,1 Year,Limited,2021-12-01 00:00:00.000000000,Not Available,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,False
443,Spectacular Views from our Studio Units Overlooking the Harbour,19950.0,2024-03-08 18:18:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spectacular-views-from-our-studio-units-overlooking-the-harbour/1687648295,Professional,0.0,1 Year,Limited,2024-02-01 00:00:00.000000000,450.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False
444,1 bed 1 bath pet friendly ,22000.0,2024-03-08 17:01:28+00:00,"960 Barrington St, Halifax, B3H 2P7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-pet-friendly/1687641988,Owner,1.0,1 Year,Yes,2024-03-08 00:00:00.000000000,650.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False
445,Apartment Sublet May-August,9500.0,2024-03-08 16:39:58+00:00,"Halifax, NS B3H",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-sublet-may-august/1687639920,Owner,0.0,Month-to-month,No,2024-05-02 00:00:00.000000000,132.0,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False
446,Summer Sublet near Dal Campus,8950.0,2024-03-08 16:26:57+00:00,"Halifax, NS B3H 1T1",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/summer-sublet-near-dal-campus/1687638684,Owner,0.0,1 Year,Limited,2024-05-01 20:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
447,Roommate Wanted!,10000.0,2024-03-08 16:26:31+00:00,"Creighton St, Halifax, NS B3K",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/roommate-wanted/1687638637,Private seller,0.0,1 Year,Limited,2024-05-01 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
448,"1 Room in 2 Bdr, 1333 South Park St. Downtown",12500.0,2024-03-08 16:12:46+00:00,"1333 South Park St, Halifax, NS B3J 2K9",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-room-in-2-bdr-1333-south-park-st-downtown/1687637290,Private seller,0.0,1 Year,Limited,2024-05-01 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
449,"Private room for rent, only 700 meters from DAL Main Campus!",11500.0,2024-03-08 15:46:39+00:00,"Chestnut Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-only-700-meters-from-dal-main-campus/1687634710,Private seller,0.0,1 Year,Limited,2024-05-01 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
450,Homestay host calling for in-school student Halif (HS113109),8000.0,2024-03-08 15:36:00+00:00,"Halifax, Nova Scotia B3S 1R9",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/homestay-host-calling-for-in-school-student-halif-hs113109/1687633639,Private seller,0.0,1 Year,Limited,2024-05-01 04:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
451,Two Awesome gals looking for 2 student roomies,10000.0,2024-03-08 14:36:49+00:00,"Halifax, NS B3J 1A5",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-awesome-gals-looking-for-2-student-roomies/1687620891,Owner,1.0,1 Year,Limited,2024-05-01 00:00:00.000000000,1200.0,False,False,outdoors only,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False
452,South end fully furnish 2 bedroom flat. All utilities included.,29500.0,2024-03-08 14:34:33+00:00,"Halifax, NS B3H 2B1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-fully-furnish-2-bedroom-flat-all-utilities-included/1687627675,Owner,1.0,1 Year,Limited,2024-05-01 00:00:00.000000000,1000.0,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False
453,1511 Queen Street - The Doyle,26000.0,2024-03-08 13:49:55+00:00,"Queen Street, Halifax, NS",Apartment,1.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/1511-queen-street-the-doyle/1678901661,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
454,2 Bed 1 Bath || $1995 || Dutch Village Rd || Halifax May/June,19950.0,2024-03-08 13:26:11+00:00,"Dutch Village Road, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-1-bath-1995-dutch-village-rd-halifax-may-june/1687621867,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,899.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False
455,"Rent, room, ride in Halifax ",10000.0,2024-03-08 05:10:09+00:00,"North St, Halifax, B3L 1P8",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/rent-room-ride-in-halifax/1687607499,Private seller,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
456,Furnished Studio (All inclusive) Suite ,13900.0,2024-03-08 02:38:08+00:00,"Prospect Rd, Goodwood, NS, B3T 1P3",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/furnished-studio-all-inclusive-suite/1683426595,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
457,Short term Studio Sublet ,12500.0,2024-03-08 02:33:00+00:00,"South St, Halifax, NS B3J 1A4",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/short-term-studio-sublet/1687600610,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
458,4 Bed 1 Bath Apartment for Sublease,35000.0,2024-03-08 01:19:25+00:00,"Halifax, NS B3J 2E9",Apartment,4.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bed-1-bath-apartment-for-sublease/1687596092,Owner,0.0,Month-to-month,Limited,2024-05-01 00:00:00.000000000,1.0,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
459,Room for Sublet,7250.0,2024-03-08 01:18:30+00:00,"1412 Seymour Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/room-for-sublet/1687596034,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
460,Basement apartment,15500.0,2024-03-08 00:36:37+00:00,"Novalea Drive, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/basement-apartment/1671205218,Private seller,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
461,"Furnished bedroom in a tidy, clean house",9500.0,2024-03-08 00:36:35+00:00,"Hartlen Avenue, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/furnished-bedroom-in-a-tidy-clean-house/1671203347,Private seller,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
462,Great 3 Bedroom Apartment on North For May,31500.0,2024-03-08 00:32:46+00:00,"6118 North St, Halifax, NS B3K 1P3",Duplex/Triplex,3.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/great-3-bedroom-apartment-on-north-for-may/1687593061,Owner,0.0,1 Year,No,2024-05-01 00:00:00.000000000,900.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
463,Winter is coming - avoid winter street parking bans!,2000.0,2024-03-08 00:08:46+00:00,"5800 South St., Halifax, NS, B3H 0A7",Apartment,1.0,1.0,https://www.kijiji.ca/v-storage-parking/city-of-halifax/winter-is-coming-avoid-winter-street-parking-bans/1668712842,Professional,0.0,1 Year,Limited,2024-04-21 14:24:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
464,Beautiful Commercial Space at West 22 in Halifax,10000.0,2024-03-08 00:08:46+00:00,"7037 Mumford Road, Halifax, NS, B3L 2J1",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/beautiful-commercial-space-at-west-22-in-halifax/1677021839,Professional,0.0,1 Year,Limited,2024-04-12 04:48:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
465,Winter is coming - avoid winter street parking bans!,2000.0,2024-03-08 00:08:46+00:00,"1200 Tower Rd., Halifax, NS, B3H 4K6",Apartment,1.0,1.0,https://www.kijiji.ca/v-storage-parking/city-of-halifax/winter-is-coming-avoid-winter-street-parking-bans/1668712852,Professional,0.0,1 Year,Limited,2024-04-02 19:12:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
466,One private Room for rent for summer for 1 Bangladeshi Male.,13000.0,2024-03-07 23:25:58+00:00,"1333 South Park Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/one-private-room-for-rent-for-summer-for-1-bangladeshi-male/1687588066,Private seller,0.0,1 Year,Limited,2024-03-24 09:36:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
467,Renovated 2 Bedroom Unit Close to Quinpool,19490.0,2024-03-07 23:21:17+00:00,"6416 London St, Halifax, NS B3L 1X4",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/renovated-2-bedroom-unit-close-to-quinpool/1687587747,Owner,0.0,1 Year,Limited,2024-03-15 00:00:00.000000000,900.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
468,Sublet opportunity ,7050.0,2024-03-07 23:21:06+00:00,"Tower Rd, Halifax, NS B3H 2Y7",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/sublet-opportunity/1687587729,Owner,0.0,1 Year,Limited,2024-03-16 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
469,2 Beds 1 Bath - House (SpryField),19000.0,2024-03-07 23:01:35+00:00,"Halifax, NS B3R 1R3",Basement,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-beds-1-bath-house-spryfield/1687586350,Owner,1.0,1 Year,Limited,2024-03-18 00:00:00.000000000,850.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False
470,3 Beds 2 Baths - House (Spryfield),27000.0,2024-03-07 22:58:02+00:00,"Halifax, NS B3R 1R3",House,3.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-beds-2-baths-house-spryfield/1687586067,Owner,2.0,1 Year,Limited,2024-03-18 00:00:00.000000000,1500.0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
471,4 bedroom sublet ,6750.0,2024-03-07 22:54:01+00:00,"Tower Rd, Halifax, NS B3H 2Y7",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/4-bedroom-sublet/1687585757,Private seller,0.0,1 Year,Limited,2024-04-01 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
472,1 Bedroom Summer Sublet (May 1-Aug 31),8650.0,2024-03-07 22:30:06+00:00,"1778 Oxford St, Halifax, NS B3H 3Z6",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/1-bedroom-summer-sublet-may-1-aug-31/1687583869,Owner,0.0,1 Year,Limited,2024-04-16 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
473,Master bedroom available for rent ,12500.0,2024-03-07 21:39:35+00:00,"Halifax, NS, B3P0C3",House,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/master-bedroom-available-for-rent/1687579758,Owner,1.0,Month-to-month,No,2024-05-01 00:00:00.000000000,1400.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
474,"Carrington Place - 1 Bedroom, 1 Bathroom Apartment for Rent",19350.0,2024-03-07 21:30:00+00:00,"26 Carrington PL, Halifax, NS, B3S 1J8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/carrington-place-1-bedroom-1-bathroom-apartment-for-rent/1687576000,Professional,0.0,1 Year,Limited,2024-04-18 08:00:00.000000000,820.0,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True
475,"Private Parking Spot South End Halifax Close to Dal, IWK, QE II",1190.0,2024-03-07 21:12:04+00:00,"6213 Oakland Road, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-storage-parking/city-of-halifax/private-parking-spot-south-end-halifax-close-to-dal-iwk-qe-ii/1687577241,Owner,0.0,1 Year,Limited,2024-04-05 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
476,"23-055 Large furnished home in desirable Eaglewood, Bedford",40000.0,2024-03-07 19:23:13+00:00,"Peregrine Crescent, Bedford, NS, B4A 3B9",House,4.0,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-055-large-furnished-home-in-desirable-eaglewood-bedford/1683309158,Professional,3.0,1 Year,No,2024-03-24 00:00:00.000000000,Not Available,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False
477,24-020 Lovely 4 br Halifax home.  UTILITIES INCL,30000.0,2024-03-07 19:22:55+00:00,"Juniper Crescent, Halifax, NS, B3R 2H4",House,4.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-020-lovely-4-br-halifax-home-utilities-incl/1686649692,Professional,3.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False
478,24-023 Beautiful ranch-style home in Lower Sackville,55000.0,2024-03-07 19:22:50+00:00,"Brecken Ridge Lane, Lower Sackville, NS, B4C 4G9",House,3.0,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-023-beautiful-ranch-style-home-in-lower-sackville/1687023825,Professional,3.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False
479,"23-096 Beautiful modern, 5-bed home in Eaglewood, Bedford!",53000.0,2024-03-07 19:22:40+00:00,"Admiral Cove Drive, Bedford, NS, B4A 3N8",House,5.0,4.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-096-beautiful-modern-5-bed-home-in-eaglewood-bedford/1676341824,Professional,3.0,1 Year,Limited,2024-03-24 00:00:00.000000000,Not Available,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
480,Looking for accommodation ,10000.0,2024-03-07 19:16:22+00:00,"North St, Halifax, NS, B3M 2B3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-accommodation/1687566128,Owner,0.0,1 Year,Yes,2024-03-31 00:00:00.000000000,1000.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
481,Summer Sublet 1 Bedroom,8150.0,2024-03-07 18:49:00+00:00,"Halifax, NS B3H 4R2",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/summer-sublet-1-bedroom/1687563654,Private seller,0.0,1 Year,Limited,2024-04-15 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
482,"Perfect for Students - The Vuze 2 Bed, 1 Bath Apartments!",26000.0,2024-03-07 18:30:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/perfect-for-students-the-vuze-2-bed-1-bath-apartments/1687559435,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00.000000000,750.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False
483,"The Vuze Panoramic 2 Bed, 1.5 Bath Units - Your Urban Retreat!",29000.0,2024-03-07 18:24:00+00:00,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-vuze-panoramic-2-bed-1-5-bath-units-your-urban-retreat/1687559404,Professional,0.0,1 Year,Limited,2024-02-01 00:00:00.000000000,1100.0,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False
484,June 1 Bloomfield St North End Large 1 Bedroom + Den Heat HW Inc,20950.0,2024-03-07 17:52:40+00:00,"5511 Bloomfield Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/june-1-bloomfield-st-north-end-large-1-bedroom-den-heat-hw-inc/1687557759,Owner,0.0,1 Year,Limited,2024-06-01 00:00:00.000000000,900.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,True
485,Tenant Wanted for House in Sackville,10000.0,2024-03-07 17:30:35+00:00,"Bedford, NS B4A 3Y8",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/tenant-wanted-for-house-in-sackville/1687555542,Private seller,0.0,1 Year,Limited,2024-05-11 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
486,SUMMER SUBLET - HALIFAX NEAR DAL,9000.0,2024-03-07 17:30:20+00:00,"Larch St, Halifax, B3H 3X1",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/summer-sublet-halifax-near-dal/1687555515,Private seller,0.0,1 Year,Limited,2024-04-21 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
487,April 1 Allan St Nr Quinpool Large 2 Bedroom + Den Apart Heat HW,19950.0,2024-03-07 17:30:10+00:00,"6376 Allan Street, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/april-1-allan-st-nr-quinpool-large-2-bedroom-den-apart-heat-hw/1687555488,Owner,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,1100.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
488,April 1 Green St New Large Bachelor Apartment All Utilities Inc!,15500.0,2024-03-07 17:25:16+00:00,"5266 Green Street, Halifax, NS",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/april-1-green-st-new-large-bachelor-apartment-all-utilities-inc/1687555012,Owner,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,575.0,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False
489,May 1 Green St New Large Bachelor Apartment All Utilities Inc!,15500.0,2024-03-07 17:22:02+00:00,"5266 Green Street, Halifax, NS",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/may-1-green-st-new-large-bachelor-apartment-all-utilities-inc/1687554677,Owner,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,575.0,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False
490,Move in ready 2 bedroom suite!,24500.0,2024-03-07 16:52:25+00:00,"2060  Quingate Place, Halifax, NS, B3L 4P7",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/move-in-ready-2-bedroom-suite/1681777328,Professional,0.0,1 Year,No,2024-03-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False
491,Renting a furnished room,10500.0,2024-03-07 16:45:01+00:00,"Grenoble Ct, Halifax, NS B3P 0J8",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/renting-a-furnished-room/1687551097,Private seller,0.0,1 Year,Limited,2024-03-02 18:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
492,Furnished Room For Rent. Short or Long Term. Historic Building!,13850.0,2024-03-07 16:25:15+00:00,"1266 Queen Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/furnished-room-for-rent-short-or-long-term-historic-building/1687549158,Owner,0.0,1 Year,Limited,2024-03-04 12:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
493,Room for rent in new  spacious 2bedroom ,12000.0,2024-03-07 16:00:06+00:00,"15 Eliza Ritchie Cres, Halifax, NS B3M 1Y1",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-in-new-spacious-2bedroom/1687546807,Private seller,0.0,1 Year,Limited,2024-03-06 06:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
494,1 bed in a 2 bed aprt ,11000.0,2024-03-07 15:35:45+00:00,"56 Walter Havill Dr, Halifax, NS B3N 0C3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-in-a-2-bed-aprt/1687544525,Owner,0.0,1 Year,No,2024-03-08 00:00:00.000000000,1.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
495, 1 Bedroom Apartment in Upcoming Fairview Neighbourhood!,15950.0,2024-03-07 15:31:08+00:00,"Fiske Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment-in-upcoming-fairview-neighbourhood/1687239666,Professional,1.0,1 Year,Limited,2024-03-15 00:00:00.000000000,600.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
496,1 BDRM SUITE-2966 WINDSOR-BOUTIQUE-WASH&DRY-APRIL1!!,17950.0,2024-03-07 15:18:43+00:00,"Windsor Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bdrm-suite-2966-windsor-boutique-wash-dry-april1/1687542909,Professional,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,1.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False
497,"Modern basement walk-out Apt. in 3-unit house, Halifax Peninsula",24500.0,2024-03-07 15:13:51+00:00,"Halifax, NS B3L 1N1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/modern-basement-walk-out-apt-in-3-unit-house-halifax-peninsula/1687354094,Owner,0.0,1 Year,Limited,2024-03-30 00:00:00.000000000,736.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False
498,*Available May 1* All Inclusive 1 Bed 1 Bath with Ocean View,26500.0,2024-03-07 15:07:08+00:00,"Halifax, NS B3M 4C5",Apartment,1.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/available-may-1-all-inclusive-1-bed-1-bath-with-ocean-view/1648172294,Owner,0.0,1 Year,Limited,2024-02-19 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
499,Available April 14 Top Floor Luxurious Condo with Panoramic View,34000.0,2024-03-07 15:06:21+00:00,"Halifax, NS B3M 4C5",Apartment,2.0,2.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/available-april-14-top-floor-luxurious-condo-with-panoramic-view/1660666778,Owner,0.0,1 Year,Limited,2024-01-10 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
500,*Avail. April 14* Top Floor Condo with Panoramic Ocean View,29500.0,2024-03-07 15:05:32+00:00,"Halifax, NS B3M 4C5",Condo,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/avail-april-14-top-floor-condo-with-panoramic-ocean-view/1679587278,Owner,2.0,1 Year,No,2023-12-01 00:00:00.000000000,914.0,True,False,outdoors only,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False
501,All Inclusive 1 Bed 1 Bath with Ocean View,22500.0,2024-03-07 15:04:36+00:00,"Halifax, NS B3M 4C5",Condo,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/all-inclusive-1-bed-1-bath-with-ocean-view/1685570521,Owner,1.0,1 Year,No,2024-02-15 00:00:00.000000000,600.0,True,True,outdoors only,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False
502,3 Bedroom House in Halifax,10000.0,2024-03-07 14:36:45+00:00,"Transom Drive, Halifax, NS",House,3.0,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-house-in-halifax/1687539386,Owner,2.0,1 Year,Limited,2024-04-01 00:00:00.000000000,2300.0,False,False,outdoors only,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
