title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
"The Junction - 2 Bedroom, 2 Bathroom, PH Apartment for Rent",2975.,2024-03-21T18:18:07.000Z,"3075 Devonshire Avenue, Halifax, NS, B3K 0H5",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-junction-2-bedroom-2-bathroom-ph-apartment-for-rent/1688855873,Kijiji User,Professional,0,1 Year,Yes,,880,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No
Northwood Manor's Assisted Living Apartments,,2024-03-21T17:15:27.000Z,"2630 Gottingen Street, Halifax, NS",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/northwood-manors-assisted-living-apartments/1688851606,Kijiji User,Professional,0,Month-to-month,No,"April 15, 2024",300,No,No,No,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
3BR/BasFLAT/CLS2DAL/SMU/DNTWN/SEPT1st/5APPL/$3000INCL UTILS,3100.,2024-03-21T17:08:58.000Z,"Carlton Street, Halifax, NS",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3br-basflat-cls2dal-smu-dntwn-sept1st-5appl-3000incl-utils/1688851076,Kijiji User,Owner,0,1 Year,No,"September 1, 2024","1,000",No,No,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
"Large 2 Bedroom, Heat, HotWater, Prkg, Security ",1845.,2024-03-21T16:14:11.000Z,"88 Evans Ave, Halifax, NS B3M 1C6",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-2-bedroom-heat-hotwater-prkg-security/1688845900,Kijiji User,Owner,1,1 Year,No,"April 1, 2024",950,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
VERY LARGE TOWNHOUSE- 4 BDRMS with 3 ½ BATHS - WASHER/DRYER INCL,2795.,2024-03-21T15:54:01.000Z,"14 Val St, Halifax, NS, B3N 3M6",Apartment,4,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/very-large-townhouse-4-bdrms-with-3-baths-washer-dryer-incl/1688839384,Kijiji User,Professional,2,1 Year,Yes,"April 15, 2024","1,500",No,No,Yes,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Fantastic 1 bedroom Close to Irving shipyards/Stadacona,1995.,2024-03-21T15:36:01.000Z,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-1-bedroom-close-to-irving-shipyards-stadacona/1688838883,Kijiji User,Professional,0,1 Year,No,"April 1, 2024",Not Available,No,No,No,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
Beautiful 3 bedroom Grandhaven Estates for April 1 or April 15,3250.,2024-03-21T14:30:08.000Z,"Halifax, NS B3S 0B8",Apartment,3,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-3-bedroom-grandhaven-estates-for-april-1-or-april-15/1688835593,Kijiji User,Owner,1,1 Year,Limited,"April 1, 2024","2,400",No,Yes,No,,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Amazing South-end HFX 2bed/2bath condo! VIDEO TOUR!,2850.,2024-03-21T14:12:34.000Z,"6095 Coburg Road, Halifax, NS, B3H 4K1",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/amazing-south-end-hfx-2bed-2bath-condo-video-tour/1687832152,Kijiji User,Professional,1,1 Year,Limited,"June 1, 2024","1,246",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1 Bedroom Apt - Avail June 1st in  Popular North End Halifax,1695.,2024-03-21T13:57:13.000Z,"3210 Agricola Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apt-avail-june-1st-in-popular-north-end-halifax/1688832358,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Beautiful 2 bedroom available for April 1st!,2395.,2024-03-21T13:50:33.000Z,"2060  Quingate Place, Halifax, NS, B3L 4P7",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-available-for-april-1st/1684868632,Kijiji User,Professional,0,1 Year,No,"April 1, 2024",Not Available,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No
Gorgeous 1 Bed/1 Bath in the Alexander!,2025.,2024-03-21T13:50:33.000Z,"5121 Bishop Street, Halifax, NS, B3J 0E5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/gorgeous-1-bed-1-bath-in-the-alexander/1688690341,Kijiji User,Professional,0,1 Year,Limited,"May 1, 2024",600,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
CHARMING NORTH END 1 BR 1 BATH APARTMENT AVAILABLE NOW!,1750.,2024-03-21T11:52:37.000Z,"2326 Agricola Street, Halifax, NS, B3K 4B6",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-north-end-1-br-1-bath-apartment-available-now/1676300953,Kijiji User,Professional,0,1 Year,Limited,"November 1, 2023",Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
One Bedroom Units for Rent - Move in Ready,1650.,2024-03-21T00:08:09.000Z,"1271 Church Street, Halifax, NS, B3J 3L3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-units-for-rent-move-in-ready/1680773009,Kijiji User,Professional,0,1 Year,Yes,"January 15, 2024",Not Available,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
Newly renovated Penthouse for Rent in South End!,3695.,2024-03-21T00:08:06.000Z,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,2 + Den,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-penthouse-for-rent-in-south-end/1678163005,Kijiji User,Professional,0,1 Year,Limited,"November 21, 2023","1,060",No,No,No,,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes
19 Twenty Apartments - 2 Bdrm available at 1920 Brunswick Street,2725.,2024-03-21T00:08:05.000Z,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-2-bdrm-available-at-1920-brunswick-street/1672729970,Kijiji User,Professional,0,1 Year,Yes,"July 1, 2024",890,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Female roommate needed,900.,2024-03-20T23:58:48.000Z,B3H1M9,Basement,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/female-roommate-needed/1688792909,Kijiji User,Owner,0,1 Year,No,"April 1, 2024","1,100",Yes,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
1 Bedroom + DEN in Halifax for April,1795.,2024-03-20T21:24:00.000Z,"2473 Windsor Street, Halifax, NS, B3K 5B9",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-den-in-halifax-for-april/1688778267,Kijiji User,Professional,0,1 Year,Limited,"April 1, 2024",538,No,No,No,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No
1 Bedroom in Halifax for July,2195.,2024-03-20T21:12:00.000Z,"6016 Pepperell Street, Halifax, NS, B3H 2N8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-halifax-for-july/1688778276,Kijiji User,Professional,0,1 Year,Limited,"July 1, 2024",528,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
2 Bedroom in Halifax for June,2395.,2024-03-20T19:34:53.000Z,"7037 Mumford Rd, Halifax, NS, B3L 2J1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-june/1684095984,Kijiji User,Professional,0,1 Year,Limited,"June 1, 2024",936,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
2 Bedroom Downtown Halifax for April,2595.,2024-03-20T19:34:49.000Z,"1343 Hollis Street, Halifax, NS, B3J 1T8",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-downtown-halifax-for-april/1687647775,Kijiji User,Professional,0,1 Year,No,"April 1, 2024","1,012",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
THE CRANE- 1-Bedroom unit-704-May 3rd- $2195.00,2195.,2024-03-20T18:36:00.000Z,"1471 South Park Street, Halifax, NS, B3J 0J7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-crane-1-bedroom-unit-704-may-3rd-2195-00/1688761807,Kijiji User,Professional,0,1 Year,No,"May 3, 2024",Not Available,No,Yes,No,,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"20-001 Charming 2 bed, 2 bath main floor flat",2300.,2024-03-20T18:28:12.000Z,"St. Margaret's Bay Road, Halifax, NS, B3N 1K1",Apartment,3,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/20-001-charming-2-bed-2-bath-main-floor-flat/1688230653,Kijiji User,Professional,2,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
23-107 Large upper-level flat in the North End,2475.,2024-03-20T18:28:00.000Z,"Robie Street, Halifax, NS, B3K 4P2",Apartment,4,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-107-large-upper-level-flat-in-the-north-end/1679079760,Kijiji User,Professional,0,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
24-027 Lovely home in Rockingham,3600.,2024-03-20T18:18:00.000Z,"Nightingale Drive, Halifax, NS, B3M 1V4",House,4,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-027-lovely-home-in-rockingham/1688761847,Kijiji User,Professional,2,1 Year,Limited,"June 1, 2024",Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Beautiful One Bedroom close to University / Hospitals,1995.,2024-03-20T17:00:00.000Z,"5620 South Street, Halifax, NS, B3J 0A7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-one-bedroom-close-to-university-hospitals/1688743741,Kijiji User,Professional,0,1 Year,No,"May 1, 2024",Not Available,No,No,No,,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
BEAUTIFUL 1 BDRM OVERLOOKING THE NORTHWEST ARM!,1795.,2024-03-20T15:54:01.000Z,"7137 QUINPOOL ROAD, HALIFAX, NS, B3L 1C8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-1-bdrm-overlooking-the-northwest-arm/1688743911,Kijiji User,Professional,0,1 Year,No,"April 1, 2024",Not Available,No,No,No,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
"11-052 2 level semi detached in Lower Sackville,",2100.,2024-03-20T15:48:01.000Z,"Beaverbank Rd, Lower sackville, NS, B4E 1G4",House,3 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/11-052-2-level-semi-detached-in-lower-sackville/1688743994,Kijiji User,Professional,2,1 Year,Limited,"April 1, 2024",Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Beautiful 2 Bedroom at The Crane August 1st,2795.,2024-03-20T15:30:01.000Z,"1471 South Park Street, Halifax, NS, B3J 0J7",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-at-the-crane-august-1st/1688743822,Kijiji User,Professional,0,1 Year,No,"August 1, 2024",Not Available,No,Yes,No,,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Central Halifax, large 1 bdrm, Parking, balcony",1795.,2024-03-20T15:30:01.000Z,"2360 Hunter Street, Halifax, NS, B3K 4V6",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/central-halifax-large-1-bdrm-parking-balcony/1688743812,Kijiji User,Professional,0,1 Year,No,"April 15, 2024",1,No,No,Outdoors only,,,,,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
All Inclusive - One Bedroom Apartment in Downtown Halifax,2250.,2024-03-20T13:35:45.000Z,"Halifax, NS B3J 2K8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/all-inclusive-one-bedroom-apartment-in-downtown-halifax/1686711705,Kijiji User,Professional,0,1 Year,No,"May 1, 2024","1,000",No,No,Outdoors only,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Available May 1st - Three Bedroom Apartment In Halifax,2700.,2024-03-20T13:31:38.000Z,"Halifax, NS B3K 3B9",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/available-may-1st-three-bedroom-apartment-in-halifax/1688545886,Kijiji User,Professional,0,1 Year,Limited,"May 1, 2024",900,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
"23-096 Beautiful modern, 5-bed home in Eaglewood, Bedford!",5300.,2024-03-20T13:17:27.000Z,"Admiral Cove Drive, Bedford, NS, B4A 3N8",House,5+,4.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-096-beautiful-modern-5-bed-home-in-eaglewood-bedford/1676341824,Kijiji User,Professional,3+,1 Year,Limited,"April 1, 2024",Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
DOWNTOWN HALIFAX | FULLY RENOVATED 1 BEDROOM APARTMENT | MAY 1,1995.,2024-03-20T12:47:41.000Z,"Birmingham Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-halifax-fully-renovated-1-bedroom-apartment-may-1/1688728820,Kijiji User,Owner,0,1 Year,Yes,"May 1, 2024",600,No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Townhouse ,3000.,2024-03-20T11:35:52.000Z,"45 Eliza Ritchie Cres, Halifax, NS B3M 1Y1",Townhouse,4,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/townhouse/1688725563,Kijiji User,Owner,1,1 Year,No,"May 1, 2024","2,400",No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"2 Bed+Den, 2 Bath  1300 SqFt apartment, Pet friendly",2650.,2024-03-19T22:25:56.000Z,"Crown Drive, Halifax, NS",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-den-2-bath-1300-sqft-apartment-pet-friendly/1688695680,Kijiji User,Owner,1,1 Year,Yes,"April 16, 2024","1,300",No,No,No,,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM ON PUBLIC GARDENS,,2024-03-26T21:01:54.000Z,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-on-public-gardens/1678071862,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
NOW SHOWING - Beautiful 2 Bedroom + Den **Farview**,2200.,2024-03-25T17:15:31.000Z,"Adelaide Avenue, Halifax, NS",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/now-showing-beautiful-2-bedroom-den-farview/1687002562,Kijiji User,Owner,1,1 Year,No,"March 1, 2024","1,000",No,Yes,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
LOVELY 1 BEDROOM AVAILABLE IN CLAYTON PARK,1839.,2024-03-26T21:01:55.000Z,"85 Westgrove, 241 Willett Street, 235 Willett Street, Halifax, NS, B3M 3L7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lovely-1-bedroom-available-in-clayton-park/1688104514,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,,2024-03-26T01:52:16.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
2 Bedroom + DEN Penthouse in Halifax for April,4195.,2024-03-25T18:57:23.000Z,"5450 Kaye Street, Halifax, NS, B3K 0G7",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-den-penthouse-in-halifax-for-april/1679579341,Kijiji User,Professional,0,1 Year,No,"April 1, 2024","1,437",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
1 Bedroom Apt - Avail June 1st in  Popular North End Halifax,1695.,2024-03-21T13:57:13.000Z,"3210 Agricola Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apt-avail-june-1st-in-popular-north-end-halifax/1688832358,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
2 Bedroom in Halifax for July,2695.,2024-03-19T22:00:00.000Z,"5251 South Street, Halifax, NS, B3J 4B2",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-july/1688689975,Kijiji User,Professional,0,1 Year,No,"July 1, 2024","1,108",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
1 Bedroom in a 2 bedroom Upper Unit,814.,2024-03-19T21:02:41.000Z,"Halifax, NS B3L 1T8",House,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-a-2-bedroom-upper-unit/1688688711,Kijiji User,Owner,0,1 Year,No,"May 1, 2024",1,No,No,No,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Brand new 1 bedroom 1 bathroom apartment ,1800.,2024-03-19T21:02:19.000Z,"Morris St, Halifax, NS B3J 1C4",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/brand-new-1-bedroom-1-bathroom-apartment/1683245013,Kijiji User,Owner,0,1 Year,No,"April 1, 2024",500,No,No,No,,,,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
Rental Bachelor Bedroom .,750.,2024-03-19T20:17:37.000Z,"6269 Cork St, Halifax, NS B3L 1Y8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rental-bachelor-bedroom/1688683558,Kijiji User,Owner,0,Month-to-month,No,"April 1, 2024",110,Yes,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 bedroom 2 bathroom apartment (May to August 2024),800.,2024-03-19T20:00:54.000Z,"Coburg Rd, Halifax, NS B3H 2A1",Apartment,4,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-2-bathroom-apartment-may-to-august-2024/1688681686,Kijiji User,Owner,0,Month-to-month,No,"May 1, 2024",700,Yes,No,No,,,,,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
1 Bedroom + DEN in Halifax for May,2025.,2024-03-19T19:26:19.000Z,"5251 South Street, Halifax, NS, B3J 4B2",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-den-in-halifax-for-may/1686890337,Kijiji User,Professional,0,1 Year,No,"May 1, 2024",667,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
Bachelor Apartment Downtown Halifax for July,1395.,2024-03-19T19:26:11.000Z,"1351 Barrington Street, Halifax, NS, B3J 1Y9",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bachelor-apartment-downtown-halifax-for-july/1687647774,Kijiji User,Professional,0,1 Year,Limited,"July 1, 2024",219,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
4 Bedroom House in Halifax for March,3995.,2024-03-19T19:26:07.000Z,"12 Palmer Hill, Halifax, NS, B3N 1S5",House,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-in-halifax-for-march/1684095786,Kijiji User,Professional,0,1 Year,No,"March 1, 2024","4,400",No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
2023 Volkswagen Taos Comfortline AWD | TOIT PANO | CARPLAY | CAM,32995.,2024-03-12T19:14:19.000Z,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-downtown-halifax-for-june/1686542863,Kijiji User,Dealer,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Halifax 2 Bed 2 Bath + Den for rent,2650.,2024-03-19T18:44:19.000Z,"Crown Drive, Halifax, NS",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-2-bed-2-bath-den-for-rent/1688673907,Kijiji User,Owner,1,1 Year,Yes,"April 16, 2024","1,300",No,No,No,,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes
1 Bedroom in South End Halifax - All Included,1710.,2024-03-19T18:25:17.000Z,"Halifax, NS B3J 2E7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-south-end-halifax-all-included/1688671758,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",700,No,No,No,,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
BEAUTIFUL 1 BED 1 BATH FURNISHED CONDO AVAILABLE MAY 1ST!,2000.,2024-03-19T16:30:43.000Z,"45 Vimy Avenue, Halifax, NS, B3M 1G4",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-1-bed-1-bath-furnished-condo-available-may-1st/1688037076,Kijiji User,Professional,2,1 Year,Limited,"May 1, 2024",Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
May 1st  2 Bedroom 2 Bath Condo Rental,2800.,2024-03-19T15:16:22.000Z,"Halifax, NS B3M 1M9",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/may-1st-2-bedroom-2-bath-condo-rental/1688652704,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024","1,089",No,Yes,Outdoors only,,,,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
"Lease take over!! 1 BED 1 BATH, CONNAUGHT AVENUE",1890.,2024-03-19T15:15:04.000Z,"Connaught Avenue, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-take-over-1-bed-1-bath-connaught-avenue/1686009268,Kijiji User,Owner,1,1 Year,Yes,"April 1, 2024",500,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
North End - 1 Bedroom 1 Bath,2050.,2024-03-19T14:56:40.000Z,"Halifax, NS B3K 0C5",Condo,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/north-end-1-bedroom-1-bath/1688650650,Kijiji User,Owner,0,1 Year,No,"June 1, 2024",500,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No
NORTH END | 3 Bedroom House,4800.,2024-03-19T14:51:39.000Z,"Creighton St, Halifax, NS",House,3 + Den,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/north-end-3-bedroom-house/1683302190,Kijiji User,Owner,1,1 Year,No,"February 1, 2024","1,800",No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Private Room for Rent,,2024-03-19T14:51:18.000Z,"Abbey Rd, Halifax, B3P 2M6",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/private-room-for-rent/1688650194,Kijiji User,Owner,1,Month-to-month,Limited,"May 1, 2024","1,250",Yes,Yes,Outdoors only,,,,,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No
Studio Apartment For Rent,1495.,2024-03-19T13:16:41.000Z,"Halifax, NS B3H 2W8",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/studio-apartment-for-rent/1688641735,Kijiji User,Owner,1,Month-to-month,No,"April 1, 2024",100,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
Crossfield ridge Townhouse Rental,2500.,2024-03-19T13:11:02.000Z,"Halifax, NS B3J",Townhouse,3 + Den,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/crossfield-ridge-townhouse-rental/1688641216,Kijiji User,Owner,3+,1 Year,No,"May 1, 2024","2,352",No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
24-023 Beautiful ranch-style home in Lower Sackville,5500.,2024-03-19T12:54:04.000Z,"Brecken Ridge Lane, Lower Sackville, NS, B4C 4G9",House,3,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-023-beautiful-ranch-style-home-in-lower-sackville/1687023825,Kijiji User,Professional,3+,1 Year,Limited,"April 1, 2024",Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
