,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space,postal_code,rate_per_sqft,location,lat,long,region
269,1 Bed 1 Bath Modern and Bright $1895 June/July Message Luke,1895.0,2024-03-22 13:41:50+00:00,"Supreme Court, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bed-1-bath-modern-and-bright-1895-june-july-message-luke/1688917342,Owner,1.0,1 Year,Limited,2024-07-01 00:00:00+00:00,699.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,,2.71,"Supreme Court, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3N 0G1, Canada",44.65776205,-63.63365338118419,Unknown
270,Corner Bachelor with balcony,1450.0,2024-03-22 13:41:30+00:00,"5681 Rhuland St, Halifax, NS B3H 4J6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/corner-bachelor-with-balcony/1688917307,Owner,0.0,1 Year,No,2024-04-01 00:00:00+00:00,450.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,B3H 4J6,3.22,,,,South End Halifax
273,"Harbour View Apartments - Bachelor - 2334 Longard Plaza, 2309, 2",1675.0,2024-03-22 12:00:01+00:00,"2334 Longard Plaza, Halifax, NS, B3K 5K6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/harbour-view-apartments-bachelor-2334-longard-plaza-2309-2/1688903485,Professional,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,417.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,B3K 5K6,4.02,"2334, Longard Plaza, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 5K6, Canada",44.6553915,-63.584646,Downtown Halifax
274,Room for rent in downtown halifax,620.0,2024-03-22 03:08:04+00:00,"1333 S Park St, Halifax, B3J 2K9",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/room-for-rent-in-downtown-halifax/1688895857,Owner,0.0,Month-to-month,No,2024-04-01 00:00:00+00:00,2200.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3J 2K9,0.28,"Victoria Park, 1333, South Park Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 2L1, Canada",44.64103165,-63.57958666863994,Downtown Halifax
282,Halifax Apartments – MacKeen Towers - 1 Bdrm available at 2001 B,1950.0,2024-03-22 00:08:58+00:00,"2001 Brunswick Street, Halifax, NS, B3J 3L8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-apartments-mackeen-towers-1-bdrm-available-at-2001-b/1675568476,Professional,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,741.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,B3J 3L8,2.63,"MacKeen Tower, 2001, Brunswick Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 3J8, Canada",44.6506696,-63.57839519889663,Downtown Halifax
284,1 bedroom,1500.0,2024-03-21 21:01:11+00:00,"1452 Brenton St, Halifax, NS B3J 2K7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom/1688872292,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00+00:00,200.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3J 2K7,7.5,,,,Downtown Halifax
285,NEW BUILD - 3 Bedroom Upper Flat,2600.0,2024-03-21 18:53:10+00:00,"33 McIntosh Street, Halifax, NS, B3R 1G9",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-build-3-bedroom-upper-flat/1688215173,Professional,1.0,Not Available,Yes,2024-04-01 00:00:00+00:00,1.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,B3R 1G9,2600.0,"33A, Mcintosh Street, Thornhill, Spryfield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3R 1G9, Canada",44.6028102,-63.6052421,Spryfield Halifax
287,"The Junction - 2 Bedroom, 2 Bathroom, PH Apartment for Rent",2975.0,2024-03-21 18:18:07+00:00,"3075 Devonshire Avenue, Halifax, NS, B3K 0H5",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-junction-2-bedroom-2-bathroom-ph-apartment-for-rent/1688855873,Professional,0.0,1 Year,Yes,2024-04-15 00:00:00+00:00,880.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,B3K 0H5,3.38,,,,North End Halifax
288,Northwood Manor's Assisted Living Apartments,1995.0,2024-03-21 17:15:27+00:00,"2630 Gottingen Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/northwood-manors-assisted-living-apartments/1688851606,Professional,0.0,Month-to-month,No,2024-04-15 00:00:00+00:00,300.0,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,6.65,"2630, Gottingen Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 3C6, Canada",44.6574307,-63.5917255,Unknown
289,3BR/BasFLAT/CLS2DAL/SMU/DNTWN/SEPT1st/5APPL/$3000INCL UTILS,3100.0,2024-03-21 17:08:58+00:00,"Carlton Street, Halifax, NS",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3br-basflat-cls2dal-smu-dntwn-sept1st-5appl-3000incl-utils/1688851076,Owner,0.0,1 Year,No,2024-09-01 00:00:00+00:00,1000.0,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,,3.1,"Carlton Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1Y1, Canada",44.6416332,-63.5854928,Unknown
290,"Large 2 Bedroom, Heat, HotWater, Prkg, Security ",1845.0,2024-03-21 16:14:11+00:00,"88 Evans Ave, Halifax, NS B3M 1C6",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-2-bedroom-heat-hotwater-prkg-security/1688845900,Owner,1.0,1 Year,No,2024-04-01 00:00:00+00:00,950.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,B3M 1C6,1.94,"88, Evans Avenue, Fairview Estates, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 1C6, Canada",44.659564,-63.636093417285636,Fairview Halifax
291,VERY LARGE TOWNHOUSE- 4 BDRMS with 3 ½ BATHS - WASHER/DRYER INCL,2795.0,2024-03-21 15:54:01+00:00,"14 Val St, Halifax, NS, B3N 3M6",Apartment,4.0,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/very-large-townhouse-4-bdrms-with-3-baths-washer-dryer-incl/1688839384,Professional,2.0,1 Year,Yes,2024-04-15 00:00:00+00:00,1500.0,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,B3N 3M6,1.86,"14, Val Street, Fairview Estates, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3N 3M6, Canada",44.6573249,-63.6353856,Fairview Halifax
292,Fantastic 1 bedroom Close to Irving shipyards/Stadacona,1995.0,2024-03-21 15:36:01+00:00,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-1-bedroom-close-to-irving-shipyards-stadacona/1688838883,Professional,0.0,1 Year,No,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,B3K 1K1,3.99,"5511, Charles Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1K2, Canada",44.65642465,-63.59019350435814,Downtown Halifax
293,Beautiful 3 bedroom Grandhaven Estates for April 1 or April 15,3250.0,2024-03-21 14:30:08+00:00,"Halifax, NS B3S 0B8",Apartment,3.0,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-3-bedroom-grandhaven-estates-for-april-1-or-april-15/1688835593,Owner,1.0,1 Year,Limited,2024-04-01 00:00:00+00:00,2400.0,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,B3S 0B8,1.35,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Clayton Park
296,Beautiful 2 bedroom available for April 1st!,2395.0,2024-03-21 13:50:33+00:00,"2060  Quingate Place, Halifax, NS, B3L 4P7",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-available-for-april-1st/1684868632,Professional,0.0,1 Year,No,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,B3L 4P7,4.79,,,,West End of Halifax
297,Gorgeous 1 Bed/1 Bath in the Alexander!,2025.0,2024-03-21 13:50:33+00:00,"5121 Bishop Street, Halifax, NS, B3J 0E5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/gorgeous-1-bed-1-bath-in-the-alexander/1688690341,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,600.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,True,B3J 0E5,3.38,"The Alexander, 5121, Bishop Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 0E5, Canada",44.64372135,-63.57006350642538,Downtown Halifax
298,CHARMING NORTH END 1 BR 1 BATH APARTMENT AVAILABLE NOW!,1750.0,2024-03-21 11:52:37+00:00,"2326 Agricola Street, Halifax, NS, B3K 4B6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-north-end-1-br-1-bath-apartment-available-now/1676300953,Professional,0.0,1 Year,Limited,2023-11-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,B3K 4B6,3.5,"2326, Agricola Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 4B6, Canada",44.6517941,-63.5887989,Downtown Halifax
299,One Bedroom Units for Rent - Move in Ready,1650.0,2024-03-21 00:08:09+00:00,"1271 Church Street, Halifax, NS, B3J 3L3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-units-for-rent-move-in-ready/1680773009,Professional,0.0,1 Year,Yes,2024-01-15 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,B3J 3L3,3.3,,,,Downtown Halifax
300,Newly renovated Penthouse for Rent in South End!,3695.0,2024-03-21 00:08:06+00:00,"1030 South Park Street, Halifax, NS, B3J 2K9",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-penthouse-for-rent-in-south-end/1678163005,Professional,0.0,1 Year,Limited,2023-11-21 00:00:00+00:00,1060.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,B3J 2K9,3.49,"Somerset Place, 1030, South Park Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2W3, Canada",44.63530235,-63.57682805267436,South End Halifax
301,19 Twenty Apartments - 2 Bdrm available at 1920 Brunswick Street,2725.0,2024-03-21 00:08:05+00:00,"1920 Brunswick Street, Halifax, NS, B3J 0C5",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/19-twenty-apartments-2-bdrm-available-at-1920-brunswick-street/1672729970,Professional,0.0,1 Year,Yes,2024-07-01 00:00:00+00:00,890.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,B3J 0C5,3.06,,,,Downtown Halifax
303,1 Bedroom + DEN in Halifax for April,1795.0,2024-03-20 21:24:00+00:00,"2473 Windsor Street, Halifax, NS, B3K 5B9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-den-in-halifax-for-april/1688778267,Professional,0.0,1 Year,Limited,2024-04-01 00:00:00+00:00,538.0,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,B3K 5B9,3.34,"2473, Windsor Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 5B9, Canada",44.6507057,-63.59566351555704,North End Halifax
304,1 Bedroom in Halifax for July,2195.0,2024-03-20 21:12:00+00:00,"6016 Pepperell Street, Halifax, NS, B3H 2N8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-halifax-for-july/1688778276,Professional,0.0,1 Year,Limited,2024-07-01 00:00:00+00:00,528.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,B3H 2N8,4.16,"6016, Pepperell Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2P3, Canada",44.646277,-63.5904728,South End Halifax
305,2 Bedroom in Halifax for June,2395.0,2024-03-20 19:34:53+00:00,"7037 Mumford Rd, Halifax, NS, B3L 2J1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-june/1684095984,Professional,0.0,1 Year,Limited,2024-06-01 00:00:00+00:00,936.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,B3L 2J1,2.56,"7037, Mumford Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 2J1, Canada",44.65013635,-63.623969755702284,West End of Halifax
306,2 Bedroom Downtown Halifax for April,2595.0,2024-03-20 19:34:49+00:00,"1343 Hollis Street, Halifax, NS, B3J 1T8",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-downtown-halifax-for-april/1687647775,Professional,0.0,1 Year,No,2024-04-01 00:00:00+00:00,1012.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,True,B3J 1T8,2.56,"1343, Hollis Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 1T8, Canada",44.6429159,-63.5703358,Downtown Halifax
307,THE CRANE- 1-Bedroom unit-704-May 3rd- $2195.00,2195.0,2024-03-20 18:36:00+00:00,"1471 South Park Street, Halifax, NS, B3J 0J7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-crane-1-bedroom-unit-704-may-3rd-2195-00/1688761807,Professional,0.0,1 Year,No,2024-05-03 00:00:00+00:00,500.0,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,True,False,False,False,B3J 0J7,4.39,,,,Downtown Halifax
308,"20-001 Charming 2 bed, 2 bath main floor flat",2300.0,2024-03-20 18:28:12+00:00,"St. Margaret's Bay Road, Halifax, NS, B3N 1K1",Apartment,3.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/20-001-charming-2-bed-2-bath-main-floor-flat/1688230653,Professional,2.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,B3N 1K1,4.6,"Old St. Margaret's Bay Road, Long Lake Provincial Park, Goodwood, Halifax Regional Municipality, Halifax County, Nova Scotia, B3R 2H6, Canada",44.609723,-63.6443566,Fairview Halifax
309,23-107 Large upper-level flat in the North End,2475.0,2024-03-20 18:28:00+00:00,"Robie Street, Halifax, NS, B3K 4P2",Apartment,4.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-107-large-upper-level-flat-in-the-north-end/1679079760,Professional,0.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,B3K 4P2,4.95,"Robie Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 4P3, Canada",44.6573819,-63.5987906,North End Halifax
311,Beautiful One Bedroom close to University / Hospitals,1995.0,2024-03-20 17:00:00+00:00,"5620 South Street, Halifax, NS, B3J 0A7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-one-bedroom-close-to-university-hospitals/1688743741,Professional,0.0,1 Year,No,2024-05-01 00:00:00+00:00,500.0,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,B3J 0A7,3.99,,,,Downtown Halifax
312,BEAUTIFUL 1 BDRM OVERLOOKING THE NORTHWEST ARM!,1795.0,2024-03-20 15:54:01+00:00,"7137 QUINPOOL ROAD, HALIFAX, NS, B3L 1C8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-1-bdrm-overlooking-the-northwest-arm/1688743911,Professional,0.0,1 Year,No,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,B3L 1C8,3.59,"Ocean View Plaza, 7137, Quinpool Road, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 1C7, Canada",44.64169345,-63.61691299146793,South End Halifax
314,Beautiful 2 Bedroom at The Crane August 1st,2795.0,2024-03-20 15:30:01+00:00,"1471 South Park Street, Halifax, NS, B3J 0J7",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-at-the-crane-august-1st/1688743822,Professional,0.0,1 Year,No,2024-08-01 00:00:00+00:00,500.0,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,True,False,False,False,B3J 0J7,5.59,,,,Downtown Halifax
315,"Central Halifax, large 1 bdrm, Parking, balcony",1795.0,2024-03-20 15:30:01+00:00,"2360 Hunter Street, Halifax, NS, B3K 4V6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/central-halifax-large-1-bdrm-parking-balcony/1688743812,Professional,0.0,1 Year,No,2024-04-15 00:00:00+00:00,1.0,False,False,outdoors only,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,B3K 4V6,1795.0,"2360, Hunter Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 4V6, Canada",44.651403849999994,-63.59537717216418,North End Halifax
316,All Inclusive - One Bedroom Apartment in Downtown Halifax,2250.0,2024-03-20 13:35:45+00:00,"Halifax, NS B3J 2K8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/all-inclusive-one-bedroom-apartment-in-downtown-halifax/1686711705,Professional,0.0,1 Year,No,2024-05-01 00:00:00+00:00,1000.0,False,False,outdoors only,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,B3J 2K8,2.25,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Downtown Halifax
317,Available May 1st - Three Bedroom Apartment In Halifax,2700.0,2024-03-20 13:31:38+00:00,"Halifax, NS B3K 3B9",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/available-may-1st-three-bedroom-apartment-in-halifax/1688545886,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,900.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,B3K 3B9,3.0,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,North End Halifax
319,DOWNTOWN HALIFAX | FULLY RENOVATED 1 BEDROOM APARTMENT | MAY 1,1995.0,2024-03-20 12:47:41+00:00,"Birmingham Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-halifax-fully-renovated-1-bedroom-apartment-may-1/1688728820,Owner,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,600.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,,3.32,"Birmingham Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 2J6, Canada",44.6439983,-63.5774089,Downtown Halifax
321,"2 Bed+Den, 2 Bath  1300 SqFt apartment, Pet friendly",2650.0,2024-03-19 22:25:56+00:00,"Crown Drive, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-den-2-bath-1300-sqft-apartment-pet-friendly/1688695680,Owner,1.0,1 Year,Yes,2024-04-16 00:00:00+00:00,1300.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False,True,,2.04,"Crown Drive, Fairmount Ridge, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3N 0B6, Canada",44.6389446,-63.6297774,Unknown
328,2 Bedroom in Halifax for July,2695.0,2024-03-19 22:00:00+00:00,"5251 South Street, Halifax, NS, B3J 4B2",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-july/1688689975,Professional,0.0,1 Year,No,2024-07-01 00:00:00+00:00,1108.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,True,True,B3J 4B2,2.43,"Hillside Suites, 5251, South Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 4B2, Canada",44.63994995,-63.57190628931054,South End Halifax
330,Brand new 1 bedroom 1 bathroom apartment ,1800.0,2024-03-19 21:02:19+00:00,"Morris St, Halifax, NS B3J 1C4",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/brand-new-1-bedroom-1-bathroom-apartment/1683245013,Owner,0.0,1 Year,No,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,B3J 1C4,3.6,,,,Downtown Halifax
331,Rental Bachelor Bedroom .,750.0,2024-03-19 20:17:37+00:00,"6269 Cork St, Halifax, NS B3L 1Y8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rental-bachelor-bedroom/1688683558,Owner,0.0,Month-to-month,No,2024-04-01 00:00:00+00:00,110.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3L 1Y8,6.82,"Corwin Place, 6269, Cork Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 1Y8, Canada",44.65593135,-63.606513850532615,West End of Halifax
332,4 bedroom 2 bathroom apartment (May to August 2024),800.0,2024-03-19 20:00:54+00:00,"Coburg Rd, Halifax, NS B3H 2A1",Apartment,4.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-2-bathroom-apartment-may-to-august-2024/1688681686,Owner,0.0,Month-to-month,No,2024-05-01 00:00:00+00:00,700.0,True,False,False,True,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,B3H 2A1,1.14,"Coburg Road, Marlborough Woods, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 2A7, Canada",44.6372897,-63.597918,South End Halifax
333,1 Bedroom + DEN in Halifax for May,2025.0,2024-03-19 19:26:19+00:00,"5251 South Street, Halifax, NS, B3J 4B2",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-den-in-halifax-for-may/1686890337,Professional,0.0,1 Year,No,2024-05-01 00:00:00+00:00,667.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,B3J 4B2,3.04,"Hillside Suites, 5251, South Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 4B2, Canada",44.63994995,-63.57190628931054,South End Halifax
334,Bachelor Apartment Downtown Halifax for July,1395.0,2024-03-19 19:26:11+00:00,"1351 Barrington Street, Halifax, NS, B3J 1Y9",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bachelor-apartment-downtown-halifax-for-july/1687647774,Professional,0.0,1 Year,Limited,2024-07-01 00:00:00+00:00,219.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,B3J 1Y9,6.37,"Barrington Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 3X7, Canada",44.645291,-63.5731037,Downtown Halifax
337,Halifax 2 Bed 2 Bath + Den for rent,2650.0,2024-03-19 18:44:19+00:00,"Crown Drive, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-2-bed-2-bath-den-for-rent/1688673907,Owner,1.0,1 Year,Yes,2024-04-16 00:00:00+00:00,1300.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,,2.04,"Crown Drive, Fairmount Ridge, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3N 0B6, Canada",44.6389446,-63.6297774,Unknown
338,1 Bedroom in South End Halifax - All Included,1710.0,2024-03-19 18:25:17+00:00,"Halifax, NS B3J 2E7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-south-end-halifax-all-included/1688671758,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,700.0,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,B3J 2E7,2.44,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Downtown Halifax
341,"Lease take over!! 1 BED 1 BATH, CONNAUGHT AVENUE",1890.0,2024-03-19 15:15:04+00:00,"Connaught Avenue, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/lease-take-over-1-bed-1-bath-connaught-avenue/1686009268,Owner,1.0,1 Year,Yes,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,,3.78,"Connaught Avenue, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 2Z2, Canada",44.6453991,-63.6061649,Unknown
344,Private Room for Rent,1995.0,2024-03-19 14:51:18+00:00,"Abbey Rd, Halifax, B3P 2M6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/private-room-for-rent/1688650194,Owner,1.0,Month-to-month,Limited,2024-05-01 00:00:00+00:00,1250.0,True,True,outdoors only,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,B3P 2M6,1.6,"Abbey Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3P 2L5, Canada",44.627315,-63.6213124,Cowie Hill
